REFERENCE_ID,SPATH
121,s1/VIS/00121/002.jpg
20334,s3/VIS/20334/004.jpg
30480,s4/VIS/30480/002.jpg
10140,s2/VIS/10140/003.jpg
72,s1/VIS/00072/005.jpg
10194,s2/VIS/10194/002.jpg
10297,s2/VIS/10297/001.jpg
30565,s4/VIS/30565/003.jpg
10240,s2/VIS/10240/006.jpg
10290,s2/VIS/10290/004.jpg
10239,s2/VIS/10239/001.jpg
10210,s2/VIS/10210/002.jpg
35,s1/VIS/00035/003.jpg
10103,s2/VIS/10103/001.jpg
10193,s2/VIS/10193/005.jpg
16,s2/VIS/00016/007.jpg
98,s1/VIS/00098/006.jpg
10275,s2/VIS/10275/001.jpg
20373,s3/VIS/20373/005.jpg
10130,s2/VIS/10130/002.jpg
10151,s2/VIS/10151/005.jpg
10204,s2/VIS/10204/005.jpg
10100,s2/VIS/10100/006.jpg
10284,s2/VIS/10284/002.jpg
10308,s2/VIS/10308/002.jpg
10138,s2/VIS/10138/005.jpg
10274,s2/VIS/10274/004.jpg
106,s1/VIS/00106/003.jpg
145,s1/VIS/00145/010.jpg
20486,s3/VIS/20486/002.jpg
20342,s3/VIS/20342/001.jpg
10299,s2/VIS/10299/001.jpg
20455,s3/VIS/20455/002.jpg
10062,s2/VIS/10062/001.jpg
10080,s2/VIS/10080/004.jpg
20360,s3/VIS/20360/001.jpg
